,SPEAKER,SENTENCE,MAIN
12944,점원,여기 골목 쪽에 주차할 수 있어요,의류 문의
12945,고객,골목에 주차해도 되나요?,의류 문의
12946,점원,골목 안쪽 빈 자리에 대시면 돼요,의류 문의
12947,고객,겨울 옷은 할인율이 높나요?,의류 문의
12948,점원,"네, 겨울 옷은 오십프로씩 할인해요",의류 문의
12949,고객,요 제품도 오십프로 할인 된 건가요?,의류 문의
12950,점원,그 제품은 할인하지 않아요,의류 문의
12951,고객,이 조끼는 마이까지 세트죠?,의류 문의
12952,점원,"그 둘 세트아니고, 그냥 매치해놓은 거예요",의류 문의
12953,고객,마이만은 얼마예요?,의류 문의
12954,점원,마이만 십이만 구천 원이요,의류 문의
12955,고객,빅사이즈 옷 있어요?,의류 문의
12956,점원,"빅사이즈, 어느분이 입으실 거예요?",의류 문의
12957,고객,저희 시어머니가 입으실 거예요,의류 문의
12958,점원,시어머니 사이즈가 99 되세요?,의류 문의
12959,고객,"예, 허리 사이즈가 99 돼요",의류 문의
12960,점원,외투로 추천해드릴까요?,의류 문의
12961,고객,"네, 기장 짧은 제품으로 추천 해주세요",의류 문의
12962,점원,이런 제품이 좋아요,의류 문의
12963,고객,이 까만옷 사이즈가 뭐예요?,의류 문의
12964,점원,그 옷이 가장 큰 사이즈예요,의류 문의
12965,고객,이 가격이 현금가인가요?,의류 문의
12966,점원,네,의류 문의
12967,고객,좀 저렴한 옷 있어요?,의류 문의
12968,점원,저렴한 옷은 없어요,의류 문의
12969,고객,이 옷은 얼마예요?,의류 문의
12970,점원,이 하얀옷은 이십 오만 원이에요,의류 문의
12971,고객,요 파란색 티는 얼마예요?,의류 문의
12972,점원,이 옷도 십만 원이에요,의류 문의
12973,고객,"이 까만색 옷이 참 예쁜데, 두꺼워 보이네요",의류 문의
12974,점원,그 옷이 두꺼워서 덥지만 가벼워요,의류 문의
12975,고객,이 옷은 가볍고 따뜻한가요?,의류 문의
12976,점원,"네, 따뜻해요",의류 문의
12977,고객,요런 조끼는 얼마씩 해요?,의류 문의
12978,점원,이 옷이 삼만 이천 원이에요,의류 문의
12979,고객,이 까만 옷이 많이 나가나요?,의류 문의
12980,점원,"네, 그 옷 정말 이뻐요",의류 문의
12981,고객,이 옷 얼마죠?,의류 문의
12982,점원,그 옷 삼만 육천 원이요,의류 문의
12983,고객,베이지색 옷은 얼마예요?,의류 문의
12984,점원,그 제품은 삼만 이천 원이에요,의류 문의
12985,고객,까만색 옷이 많이 나가죠?,의류 문의
12986,점원,"검정색 옷은 잘 안나가고, 보통 쥐색옷이 잘 나가요",의류 문의
12987,고객,"물건 사서 주차권 받으면, 몇시간짜리 주차권 주시나요?",의류 문의
12988,점원,한시간짜리 주차권 드려요,의류 문의
12989,고객,요 니트 가디건은 얼마예요?,의류 문의
12990,점원,가디건은 육만 구천 원이에요,의류 문의
12991,고객,이 옷은 세탁소 맡겨야 하나요?,의류 문의
12992,점원,이 옷은 집에서 세탁하셔도 돼요,의류 문의
12993,고객,혹시 빅사이즈 있어요?,의류 문의
12994,점원,저 쪽에 빅사이즈 제품 있어요,의류 문의
12995,고객,이 옷 사이즈가 뭐예요?,의류 문의
12996,점원,큰 사이즈 필요하세요?,의류 문의
12997,고객,"예, 엄마 사드리게",의류 문의
12998,점원,이 패딩도 한 번 보세요,의류 문의
12999,고객,어디에 패딩이 있어요?,의류 문의
13000,점원,"여기, 이 옷도 있어요",의류 문의
13001,고객,이 옷은 일제예요?,의류 문의
13002,점원,네,의류 문의
13003,고객,이 옷은 티 같은데요?,의류 문의
13004,점원,그 옷 티 아니에요,의류 문의
13005,고객,큰 사이즈 옷이 별로 없네요,의류 문의
13006,점원,"예, 별로 나오질 않으니까요",의류 문의
13007,고객,요 카키색 코트는 얼마예요?,의류 문의
13008,점원,이 코트도 오만 원이에요,의류 문의
13009,고객,현금으로 사야하죠?,의류 문의
13010,점원,카드결제도 가능해요,의류 문의
13011,고객,요 조끼 얼마예요?,의류 문의
13012,점원,그 제품 조끼가 아니에요,의류 문의
13013,고객,저 원피스는 얼마예요?,의류 문의
13014,점원,고객님께 저 원피스는 작을 거예요,의류 문의
13015,고객,빅사이즈 옷 있어요?,의류 문의
13016,점원,바지 찾으세요?,의류 문의
13017,고객,상의를 찾고 있어요,의류 문의
13018,점원,빅사이즈 제품이 없어요,의류 문의
13019,고객,요런 마이도 큰 사이즈 없나요?,의류 문의
13020,점원,네,의류 문의
13021,고객,저 옷은 사이즈 맞겠죠?,의류 문의
13022,점원,누가 입으실 거죠?,의류 문의
13023,고객,시어머니요. 명절 선물 사드리게요,의류 문의
13024,점원,"시어머니, 연세가 어떻게 되세요?",의류 문의
13025,고객,시어머니 86세세요,의류 문의
13026,점원,그 옆에 제품 좋아요,의류 문의
13027,고객,요 밤색옷은 얼마예요?,의류 문의
13028,점원,"그 옷 15만원인데, 세일해서 13만원이에요",의류 문의
13029,고객,검은색 옷은 얼마예요?,의류 문의
13030,점원,"그 옷 23만원인데, 세일해서 18만원이에요",의류 문의
13031,고객,시어머니께 이 조끼 사이즈가 맞을까요?,의류 문의
13032,점원,네,의류 문의
13033,고객,이 회색조끼는 얼마예요?,의류 문의
13034,점원,그 옷은 육만 팔천 원이에요,의류 문의
13035,고객,이 옷 충전재가 오리털인가요?,의류 문의
13036,점원,오리털은 그 옷 옆에 있는 옷이에요,의류 문의
13037,고객,이 옷 검은색인가요?,의류 문의
13038,점원,네,의류 문의
13039,고객,이 옷 가볍게 보이네요. 얼마예요?,의류 문의
13040,점원,"이 옷, 현금가로 십오만원이에요",의류 문의
13041,고객,돌 된 여자앤데 뭐 선물할 게 있나요?,의류 문의
13042,점원,아이가 돌 다 됐나요?,의류 문의
13043,고객,돌 조금 지나서 14개월짜리 아이에요,의류 문의
13044,점원,요런 옷 이뻐요,의류 문의
13045,고객,이렇게 한벌이에요?,의류 문의
13046,점원,"네, 이 제품이 봄 되면 치마식으로 내리면 돼요",의류 문의
13047,고객,"허리는 38, 빅사이즈 제품 있나요?",의류 문의
13048,점원,빅사이즈 제품은 없어요,의류 문의
13049,고객,이 동네에는 빅사이즈 전문점이 없어요?,의류 문의
13050,점원,"네, 어르신용 빅사이즈는 없어요",의류 문의
13051,고객,빅사이즈 옷 있어요?,의류 문의
13052,점원,"빅사이즈 옷, 여성용 아니면 남성용이요?",의류 문의
13053,고객,여성용 빅사이즈 옷이요,의류 문의
13054,점원,사이즈가 어떻게 되세요?,의류 문의
13055,고객,허리가 삼십 팔이에요,의류 문의
13056,점원,그 사이즈는 남성용밖에 없는데 괜찮으신가요?,의류 문의
13057,고객,남녀공용 제품도 괜찮아요,의류 문의
13058,점원,네,의류 문의
13059,고객,여자 옷으로는 큰 사이즈가 없죠?,의류 문의
13060,점원,네,의류 문의
13061,고객,요 와인색 옷은 얼마예요?,의류 문의
13062,점원,그 옷은 육만 구천 원이에요,의류 문의
13063,고객,그 가격은 세일 된 가격인가요?,의류 문의
13064,점원,"예, 오십프로 세일 된 가격이에요",의류 문의
13065,고객,여자 옷으로는 이쁘고 큰 사이즈가 없죠?,의류 문의
13066,점원,바람막이 겸 큰 제품 있어요,의류 문의
13067,고객,이 까맣고 긴 옷은 얼마예요?,의류 문의
13068,점원,그 옷은 십 이만 구천 원이에요,의류 문의
13069,고객,요 옷은 세일 된 가격이죠?,의류 문의
13070,점원,"네, 지금 전품목 다 세일이에요",의류 문의
13071,고객,요 옷은 할인율이 어떻게 돼요?,의류 문의
13072,점원,그 옷은 오십프로 세일 됐어요,의류 문의
13073,고객,이런 옷은 큰사이즈가 없죠?,의류 문의
13074,점원,네,의류 문의
13075,고객,이 제품은 봄 옷인가요?,의류 문의
13076,점원,네,의류 문의
13077,고객,조끼는 얼마예요?,의류 문의
13078,점원,이 조끼는 십 칠만 구천 원이에요,의류 문의
13079,고객,시어머니 입으실 빅사이즈 없나요?,의류 문의
13080,점원,사이즈는 105까지 있어요,의류 문의
13081,고객,105가 가장 큰 사이즈인가요?,의류 문의
13082,점원,네,의류 문의
13083,고객,105 중에서도 큰 사이즈가 있나요?,의류 문의
13084,점원,조끼는 사이즈가 크게 나와요,의류 문의
13085,고객,"네, 쥐색보다 저렴한 제품은 없어요?",의류 문의
13086,점원,네,의류 문의
13087,고객,이 조끼는 얼마인가요?,의류 문의
13088,점원,이 조끼는 육만 구천 원이에요,의류 문의
13089,고객,조끼는 어딨어요?,의류 문의
13090,점원,"조끼, 저기 중앙에 있어요",의류 문의
13091,고객,요즘 잘나가는 건 어떤 거예요?,의류 문의
13092,점원,이 제품 잘나가요,의류 문의
13093,고객,요 제품은 얼마예요?,의류 문의
13094,점원,이 제품은 팔천 원이에요,의류 문의
13095,고객,옷 앞 부분이 단추로 되어 있네요?,의류 문의
13096,점원,"네, 요새 대부분 단추로 되어 있어요",의류 문의
13097,고객,요 코트 얼마예요?,의류 문의
13098,점원,그 코트 13만원이에요,의류 문의
13099,고객,저 옷도 얇아요?,의류 문의
13100,점원,네,의류 문의
13101,고객,이 긴 회색 조끼도 세일해요?,의류 문의
13102,점원,이 조끼는 신상품이라 세일하지 않아요,의류 문의
13103,고객,조끼 얼마예요?,의류 문의
13104,점원,조끼 삼만 구천 원이에요,의류 문의
13105,고객,빅사이즈 옷 있어요?,의류 문의
13106,점원,네,의류 문의
13107,고객,이 까만색 옷은 얼마예요?,의류 문의
13108,점원,그 옷 이만 오천 원이에요,의류 문의
13109,고객,빨간색 옷은 얼마예요?,의류 문의
13110,점원,그 옷 이만 오천 원이에요,의류 문의
13111,고객,요즘 이런 옷 많이 입나요?,의류 문의
13112,점원,네,의류 문의
13113,고객,조끼 큰 사이즈는 없네요?,의류 문의
13114,점원,조끼 큰 사이즈 88까진 있어요,의류 문의
13115,고객,이 옷은 100사이즈에요?,의류 문의
13116,점원,네,의류 문의
13117,고객,"이 옷, 여자 옷은 맞죠?",의류 문의
13118,점원,예,의류 문의
13119,고객,고런 보라색 잠바는 얼마씩 해요?,의류 문의
13120,점원,그 점퍼는 오만 오천 원이에요,의류 문의
13121,고객,이 옷 사이즈가 저한테 작을까요?,의류 문의
13122,점원,사이즈 얼마 입으세요?,의류 문의
13123,고객,제 사이즈는 77이에요,의류 문의
13124,점원,그 옷은 니트라 좀 붙어요,의류 문의
13125,고객,이 옷 사이즈가 저한테 작을까요?,의류 문의
13126,점원,이 옷은 어떠세요?,의류 문의
13127,고객,"까만 옷은 이미 있고, 사이즈도 작아보여요",의류 문의
13128,점원,이 옷 작지 않아요,의류 문의
13129,고객,이 옷 얼마예요?,의류 문의
13130,점원,이 옷 오만 오천 원이에요,의류 문의
13131,고객,이 옷도 저한테 작을까요?,의류 문의
13132,점원,네,의류 문의
13133,고객,이 옷은 얼마예요?,의류 문의
13134,점원,그 옷은 구만 오천원이에요,의류 문의
13135,고객,"이 가죽옷 세탁하니까 금방 낡아버리는데, 어떻게 해요?",의류 문의
13136,점원,집에서 세탁하셨나요?,의류 문의
13137,고객,세탁소에서 세탁했어요,의류 문의
13138,점원,"집에서 세탁하시면, 좀 덜 해질 거예요",의류 문의
13139,고객,네이비 코트는 잘나가요?,의류 문의
13140,점원,네,의류 문의
13141,고객,요런 옷으로 큰 사이즈 있나요?,의류 문의
13142,점원,그 옷은 큰 사이즈 없어요,의류 문의
13143,고객,니트는 살쪄보이나요?,의류 문의
13144,점원,네,의류 문의
13145,고객,빅사이즈 옷 있어요?,의류 문의
13146,점원,네,의류 문의
13147,고객,이 옷은 얼마예요?,의류 문의
13148,점원,"이 옷은 삼십만 원이에요, 잘 나가는 제품이에요",의류 문의
13149,고객,이 카키색 잘 나가나요?,의류 문의
13150,점원,"네, 거위털이라서 잘 나가요",의류 문의
13151,고객,좀 저렴한 옷 없어요?,의류 문의
13152,점원,이십 오만 원짜리 저렴한 옷 있어요,의류 문의
13153,고객,조끼는 얼마예요?,의류 문의
13154,점원,조끼는 오만 원이에요,의류 문의
13155,고객,이 옷 큰사이즈 있어요?,의류 문의
13156,점원,그 옷 99사이즈까지 있어요,의류 문의
13157,고객,이 옷 99넘는 사이즈 있나요?,의류 문의
13158,점원,그 옷 99사이즈로도 고객님께 충분해요,의류 문의
13159,고객,큰 사이즈 바지 있어요?,의류 문의
13160,점원,바지는 맞춤형밖에 없어요,의류 문의
13161,고객,요 앞에 주차 해도 돼요?,의류 문의
13162,점원,네,의류 문의
13163,고객,이 옷은 얼마예요?,의류 문의
13164,점원,그 옷은 만 오천 원이에요,의류 문의
13165,고객,"이 바지, 아주 큰 사이즈로도 있어요?",의류 문의
13166,점원,그 바지 99까지 있어요,의류 문의
13167,고객,99사이즈 보다 더 큰 사이즈 바지는 없어요?,의류 문의
13168,점원,네,의류 문의
13169,고객,이 바지 110은 없어요?,의류 문의
13170,점원,그 바지는 하나 있어요,의류 문의
13171,고객,이 옷은 여성용이에요?,의류 문의
13172,점원,그 옷은 남녀 공용이에요,의류 문의
13173,고객,이 색깔 옷은 큰 사이즈 없죠?,의류 문의
13174,점원,그 옷은 99밖에 없고 110은 다 나갔어요,의류 문의
13175,고객,이 바지 큰 사이즈 없죠?,의류 문의
13176,점원,네,의류 문의
13177,고객,이쁜 바지는 110짜리가 없네요?,의류 문의
13178,점원,그 바지는 사이즈가 다 나갔어요,의류 문의
13179,고객,저 조끼는 얼마예요?,의류 문의
13180,점원,저 조끼 현금가로 11만 9천 원이에요,의류 문의
13181,고객,좀 이쁜 옷은 큰 사이즈가 없네요?,의류 문의
13182,점원,사이즈 99 이상 짜리 옷 찾으세요?,의류 문의
13183,고객,네,의류 문의
13184,점원,99 이상짜리는 옷은 잘 없어요,의류 문의
13185,고객,좀 큰 사이즈 맞춤도 되나요?,의류 문의
13186,점원,네,의류 문의
13187,고객,좀 얇은 자켓은 어디 있어요?,의류 문의
13188,점원,얇은 자켓은 없어요,의류 문의
13189,고객,얇은 자켓은 언제 나와요?,의류 문의
13190,점원,얇은 자켓은 설 쇠면 나와요,의류 문의
13191,고객,이 옷은 왜이리 소매가 짧아요?,의류 문의
13192,점원,"요즘 나그랑이기 때문에 길게 하면 보기 싫어서, 요즘 다 이래요",의류 문의
13193,고객,요 조끼는 얼마죠?,의류 문의
13194,점원,그 조끼 22만원이에요,의류 문의
13195,고객,이 옷은 쥐색이네요?,의류 문의
13196,점원,그 옷은 쥐색보다는 검정색이에요,의류 문의
13197,고객,연한 회색이 잘나가요 이 색상이 잘나가요?,의류 문의
13198,점원,사람 취향에 따라 달라요,의류 문의
13199,고객,요 옷은 얼마예요?,의류 문의
13200,점원,그 옷은 25만 원이에요,의류 문의
13201,고객,"선물용 옷이면, 본인을 데려와서 입혀보는 게 제일 낫겠네요?",의류 문의
13202,점원,체형이 얼마 정도 되는데요?,의류 문의
13203,고객,뚱뚱한 체형이에요,의류 문의
13204,고객,봄 옷은 20일 뒤에 나올까요?,의류 문의
13205,점원,20일보다 더 이후에 나와요,의류 문의
13206,고객,큰 사이즈 옷 있어요?,의류 문의
13207,점원,허리 사이즈가 어떻게 되세요?,의류 문의
13208,고객,허리 사이즈가 38이에요,의류 문의
13209,점원,"허리 사이즈가 38이면, 이 옷이 맞아요",의류 문의
13210,고객,이 옷은 얼마예요?,의류 문의
13211,점원,이 옷은 이만 구천 원이에요,의류 문의
13212,고객,이 옷은 사이즈가 맞을까요?,의류 문의
13213,점원,이 옷도 커요,의류 문의
13214,고객,"이 옷, 신축성이 좀 있나요?",의류 문의
13215,점원,네,의류 문의
13216,고객,요 옷은 얼마예요?,의류 문의
13217,점원,그 옷은 삼만 오천 원이에요,의류 문의
13218,고객,여기 있는 옷들도 다 큰 치수죠?,의류 문의
13219,점원,저 옷은 큰 치수 아니에요,의류 문의
13220,고객,연세가 많으신 분이면 칼라 없는 게 낫지 않나요?,의류 문의
13221,점원,네,의류 문의
13222,고객,이 바지는 큰 치수가 나와요?,의류 문의
13223,점원,네,의류 문의
13224,고객,이 바지 큰 치수 몇 까지 나와요?,의류 문의
13225,점원,그 바지 38치수까지 나와요,의류 문의
13226,고객,예쁜데 큰 사이즈 옷은 없네요?,의류 문의
13227,점원,네,의류 문의
13228,고객,여기 있는 옷들은 사이즈가 다 작네요?,의류 문의
13229,점원,네,의류 문의
13230,고객,이 옷은 되게 커 보이는데?,의류 문의
13231,점원,그 옷은 허리가 작아요,의류 문의
13232,고객,이 이만 원짜리 옷은 얇네요?,의류 문의
13233,점원,그 옷은 패딩이라 따뜻해요,의류 문의
13234,고객,요런 잠바는 얼마예요?,의류 문의
13235,점원,그 잠바 구만 팔천 원이에요,의류 문의
13236,고객,조 옷은 얼마예요?,의류 문의
13237,점원,이 옷은 십 이만 원이에요,의류 문의
13238,고객,요 옷은 얇죠?,의류 문의
13239,점원,그 옷은 얇은데 보온력이 좋아요,의류 문의
13240,고객,이 옷 얼마예요?,의류 문의
13241,점원,그 옷 12만 원이에요,의류 문의
13242,고객,이 옷 털 빼고 살 순 없죠?,의류 문의
13243,점원,네,의류 문의
13244,고객,요 회색 자켓은 얼마예요?,의류 문의
13245,점원,그 옷 오만 구천 원이에요,의류 문의
13246,고객,세일하는 건 요쪽 편이예요?,의류 문의
13247,점원,다 세일 하는 거예요,의류 문의
13248,고객,팬티 종류 어딨어요?,의류 문의
13249,점원,사이즈는 어떤 거 찾으세요?,의류 문의
13250,고객,95 사이즈 찾아요,의류 문의
13251,점원,허리는 28이면 될까요?,의류 문의
13252,고객,27이면 돼요,의류 문의
13253,점원,깔끔한 스타일로 드릴까요?,의류 문의
13254,고객,큰 스타일로 주세요,의류 문의
13255,점원,맵시 종류로 드릴께요,의류 문의
13256,고객,요 세트 옷은 얼마예요?,의류 문의
13257,점원,그 옷은 만 사천 원이에요,의류 문의
13258,고객,요 옷은 얼마예요?,의류 문의
13259,점원,그 옷 다섯개에 만 팔천 원이에요,의류 문의
13260,고객,"이 옷 예쁘네요, 옷감이 어떻게 돼요?",의류 문의
13261,점원,그 옷 면이 아니라 폴리예요,의류 문의
13262,고객,메리야스도 계절별로 있나요?,의류 문의
13263,점원,여름용은 여름에 쿨로 나와요,의류 문의
13264,고객,지금 제품은 겨울용이에요?,의류 문의
13265,점원,보통은 사계절용이에요,의류 문의
13266,고객,요 제품도 사계절인가요?,의류 문의
13267,점원,"네, 이 제품은 여름에도 많이 입어요",의류 문의
13268,고객,이 제품은 좀 얇아 보이네요?,의류 문의
13269,점원,런닝이 두껍게는 나오지 않아요,의류 문의
13270,고객,이 옷은 가격이 얼마예요?,의류 문의
13271,점원,가격은 태그에 적혀 있어요,의류 문의
13272,고객,이 가격이 한 박스 가격인가요?,의류 문의
13273,점원,"네, 세 개 묶음 가격이에요",의류 문의
13274,고객,색상이 어둡네요?,의류 문의
13275,점원,팬티는 어두운 색밖에 없어요,의류 문의
13276,고객,밝은 색은 나오지 않나요?,의류 문의
13277,점원,"네, 밝은색은 삶을 수가 없어서요",의류 문의
13278,고객,다른 제품도 다 어둡나요?,의류 문의
13279,점원,네,의류 문의
13280,고객,이 제품은 칼라네요?,의류 문의
13281,점원,네,의류 문의
13282,고객,팬티 낱개로 판매는 안하시나요?,의류 문의
13283,점원,낱개 판매는 곤색 팬티 밖에 없어요,의류 문의
13284,고객,이 팬티는 여름용 같은데?,의류 문의
13285,점원,그 팬티는 운동용이에요,의류 문의
13286,고객,일반용 팬티는 없어요?,의류 문의
13287,점원,네,의류 문의
13288,고객,이 제품은 얼마예요?,의류 문의
13289,점원,그 제품은 18만 원이에요,의류 문의
13290,고객,이 제품 따뜻해요?,의류 문의
13291,점원,네,의류 문의
13292,고객,이 옷이 얼마였죠?,의류 문의
13293,점원,그 옷 18만 원이에요,의류 문의
13294,고객,이 제품 할인해 줄 순 없나요?,의류 문의
13295,점원,그 제품 현금가로는 할인해드릴 수 있어요,의류 문의
13296,고객,현금할인가가 어떻게 돼요?,의류 문의
13297,점원,현금결제하시면 10프로 할인 돼요,의류 문의
13298,고객,이 옷 큰 사이즈도 있어요?,의류 문의
13299,점원,사이즈가 어떻게 되세요?,의류 문의
13300,고객,빅사이즈예요,의류 문의
13301,점원,사이즈가 88이상이세요?,의류 문의
13302,고객,엉덩이가 커서 입어봐야 알아요,의류 문의
13303,점원,"이 옷이 프리사이즈지만 박시하게 나왔으니, 한 번 보세요",의류 문의
13304,고객,이 옷은 항아리식인가요?,의류 문의
13305,점원,네,의류 문의
13306,고객,물건 사면 주차장은 몇시간 무료예요?,의류 문의
13307,점원,주차장은 삼십분 무료예요,의류 문의
13308,고객,이게 전부 천연역색 제품인가요?,의류 문의
13309,점원,네,의류 문의
13310,고객,이 옷들 사이즈가 다 어때요?,의류 문의
13311,점원,전부 다 프리사이즈예요,의류 문의
13312,고객,이 옷 뚱뚱한 사람들이 입을 수 있나요?,의류 문의
13313,점원,네,의류 문의
13314,고객,요 옷은 얼마예요?,의류 문의
13315,점원,"그 옷, 세일해서 팔만 원이에요",의류 문의
13316,고객,천연염색은 감물말고 뭘로 염색해요?,의류 문의
13317,점원,"천연염색은 백년초, 양파, 쑥 등으로 해요",의류 문의
13318,고객,양파로 염색하면 냄새나는 거 아니에요?,의류 문의
13319,점원,냄새나지 않아요,의류 문의
13320,고객,이 옷 한번 입어봐도 돼요?,의류 문의
13321,점원,네,의류 문의
13322,고객,"옷 한 번 입어보게, 사이즈 맞춰 주세요",의류 문의
13323,점원,사이즈 77이신가요?,의류 문의
13324,고객,사이즈 66이요,의류 문의
13325,점원,어떤 종류 옷으로 드릴까요?,의류 문의
13326,고객,디자인이나 보게 아무 종류나 주세요,의류 문의
13327,점원,이런 옷 좋아요,의류 문의
13328,고객,이 옷은 88사이즈인가요?,의류 문의
13329,점원,네,의류 문의
13330,고객,이 66사이즈는 저한테 클 것 같은데요?,의류 문의
13331,점원,그 사이즈는 어깨가 맞아요,의류 문의
13332,고객,원래 옷 자체가 크게 나오나요?,의류 문의
13333,점원,네,의류 문의
13334,고객,이 옷 날씬해 보이네요?,의류 문의
13335,점원,"네, 그 옷은 점잖아보이기도 해요",의류 문의
13336,고객,이 옷은 얇아보이는데 따뜻해요?,의류 문의
13337,점원,"그 옷, 얇지만 따뜻해요",의류 문의
13338,고객,여긴 언제까지 세일해요?,의류 문의
13339,점원,설까지 세일해요,의류 문의
13340,고객,설 쇠면 세일 끝나요?,의류 문의
13341,점원,네,의류 문의
13342,고객,이 바지는 정장바지 아니죠?,의류 문의
13343,점원,네,의류 문의
13344,고객,이 정장바지들은 다 기모 들었네요?,의류 문의
13345,점원,네,의류 문의
13346,고객,이 제품 허리 30으로 입어 볼 수 있나요?,의류 문의
13347,점원,피팅룸에서 입어 보세요,의류 문의
13348,고객,피팅룸이 여기에요?,의류 문의
13349,점원,네,의류 문의
13350,고객,이 옷은 천이 뻣뻣하네요?,의류 문의
13351,점원,그 옷은 프라다 원단이라서 그래요,의류 문의
13352,고객,이 옷은 허리가 크네요?,의류 문의
13353,점원,엉덩이 사이즈로 맞춰보세요,의류 문의
13354,고객,이 옷은 얼마예요?,의류 문의
13355,점원,그 옷은 사만 오천 원이에요,의류 문의
13356,고객,이 바지 세탁기에 막 돌려도 돼요?,의류 문의
13357,점원,네,의류 문의
13358,고객,요런 옷은 얼마예요?,의류 문의
13359,점원,이 옷은 사만 오천 원이에요,의류 문의
13360,고객,요 옷은 충전재가 솜이에요?,의류 문의
13361,점원,"네, 세탁하기 좋아요",의류 문의
13362,고객,솜옷은 세탁기로 막 돌려도 되나요?,의류 문의
13363,점원,네,의류 문의
13364,고객,이 제품 저한테 맞는 사이즈 있을까요?,의류 문의
13365,점원,네,의류 문의
13366,고객,이 옷은 전기가 많이 나네요?,의류 문의
13367,점원,그 제품이 인조 털이라 그래요,의류 문의
13368,고객,이 제품은 사만 오천 원이에요?,의류 문의
13369,점원,네,의류 문의
13370,고객,제품이 싸네요?,의류 문의
13371,점원,삼년 째 같은 가격에 팔아요,의류 문의
13372,고객,이 옷 재질이 부드럽네요?,의류 문의
13373,점원,네,의류 문의
13374,고객,받쳐 입을 옷 있어요?,의류 문의
13375,점원,받쳐 입을 옷이면 두꺼운 종류로 어떠세요?,의류 문의
13376,고객,이 옷은 얇아 보여요,의류 문의
13377,점원,이 제품이랑 저 제품이랑 소재가 따뜻해요,의류 문의
13378,고객,이 제품이 제일 부드럽네요,의류 문의
13379,점원,그 제품이 펄이라서 그래요,의류 문의
13380,고객,"이 옷, 색상은 이 두가지뿐이예요?",의류 문의
13381,점원,"이 옷, 보라색 색상도 있어요",의류 문의
13382,고객,옷들 색상이 다양하네요?,의류 문의
13383,점원,네,의류 문의
13384,고객,파란 옷이 이 옷에 어울릴까요?,의류 문의
13385,점원,검정 옷도 어울려요,의류 문의
13386,고객,이 옷이 파란색이에요?,의류 문의
13387,점원,네,의류 문의
13388,고객,이 옷 가격은 어떻게 돼요?,의류 문의
13389,점원,"그 옷, 이만 원이에요",의류 문의
13390,고객,"이 옷, 재질은 부드럽네요",의류 문의
13391,점원,네,의류 문의
13392,고객,따뜻하긴 이 옷이 더 따뜻하겠네요,의류 문의
13393,점원,둘 다 따뜻해요,의류 문의
13394,고객,이 옷도 저 옷도 따뜻하네요?,의류 문의
13395,점원,네,의류 문의
13396,고객,이 옷은 할인 되나요?,의류 문의
13397,점원,현금할인로 천원 세일해드려요,의류 문의
13398,고객,"이 옷은 입었을 때, 손등까지 오네요?",의류 문의
13399,점원,네,의류 문의
13400,고객,이 옷은 다른 색상 있어요?,의류 문의
13401,점원,네,의류 문의
13402,고객,블랙은 양쪽 다 어울리긴 하네요?,의류 문의
13403,점원,네,의류 문의
13404,고객,이 옷은 드라이 해야해요?,의류 문의
13405,점원,이 옷은 물빨래만 하면 돼요,의류 문의
13406,고객,이 옷은 드라이 해야해요?,의류 문의
13407,점원,그 옷은 망에 넣어서 물빨래 하세요,의류 문의
13408,고객,이 옷은 세탁기 돌려도 돼요?,의류 문의
13409,점원,그 옷은 망에 넣어서 세탁기 돌리면 돼요,의류 문의
13410,고객,이 제품은 인기가 많나요?,의류 문의
13411,점원,이 제품은 색깔별로 다 잘 나가요,의류 문의
13412,고객,이 옷은 조끼인가요?,의류 문의
13413,점원,네,의류 문의
13414,고객,이 조끼는 베이지 색상밖에 없어요?,의류 문의
13415,점원,네,의류 문의
13416,고객,"이 조끼, 다른 색상이 있긴 있었어요?",의류 문의
13417,점원,그 색상만 있는 옷이에요,의류 문의
13418,고객,이 옷은 얼마예요?,의류 문의
13419,점원,그 옷 세일가로 싸게 드려요,의류 문의
13420,고객,옷 입어봐도 돼요?,의류 문의
13421,점원,네,의류 문의
13422,고객,이 옷은 원단이 뭐예요?,의류 문의
13423,점원,원단은 옷에 적혀 있어요,의류 문의
13424,고객,좋은 제품이라도 가져 가면 니트는 피잖아요?,의류 문의
13425,점원,"캐시미어 많이 들어간 옷이면 많이 피고, 폴리 같은 건 안펴요",의류 문의
13426,고객,이 옷도 밍크예요?,의류 문의
13427,점원,네,의류 문의
13428,고객,이 옷은 얼마라예?,의류 문의
13429,점원,그 옷은 33만 원이에요,의류 문의
13430,고객,현금으로 하면 더 싸게 돼요?,의류 문의
13431,점원,현금결제 하시면 세일해서 삼십만 원이에요,의류 문의
13432,고객,생각보단 옷이 따뜻하진 않네요?,의류 문의
13433,점원,잘 어울리세요,의류 문의
13434,고객,지금 이 옷 남아있는 사이즈가 별로 없나요?,의류 문의
13435,점원,네,의류 문의
13436,고객,패딩조끼 이 색깔밖에 없나요?,의류 문의
13437,점원,"네, 패딩조끼 검정색이랑 밤색 브라운색밖에 없어요",의류 문의
13438,고객,이 옷 가격이 얼마예요?,의류 문의
13439,점원,이 옷은 육만 팔천 원이에요,의류 문의
13440,고객,이 옷 한 번 입어볼 수 있어요?,의류 문의
13441,점원,네,의류 문의
13442,고객,이 옷은 허리라인이 왜 이래 위에 있노,의류 문의
